iata_code,iso_region,municipality,name,iso_country
WKK,US-AK,Aleknagik,Aleknagik / New Airport,US
HIR,SB-CT,Honiara,Honiara International Airport,SB
MUA,SB-WE,,Munda Airport,SB
PPE,MX-SON,Puerto Peñasco,Mar de Cortés International Airport,MX
INU,NR-14,Yaren District,Nauru International Airport,NR
BUA,PG-NSB,Buka Island,Buka Airport,PG
CMU,PG-CPK,Kundiawa,Chimbu Airport,PG
DAU,PG-WPD,Daru,Daru Airport,PG
GKA,PG-EHG,Goronka,Goroka Airport,PG
GUR,PG-MBA,Gurney,Gurney Airport,PG
PNP,PG-NPP,Popondetta,Girua Airport,PG
HKN,PG-WBK,Hoskins,Kimbe Airport,PG
KMA,PG-GPK,Kerema,Kerema Airport,PG
KVG,PG-NIK,Kavieng,Kavieng Airport,PG
MAG,PG-MPM,Madang,Madang Airport,PG
HGU,PG-WHM,Mount Hagen,Mount Hagen Kagamuga Airport,PG
MDU,PG-SHM,Mendi,Mendi Airport,PG
MAS,PG-MRL,Manus Island,Momote Airport,PG
LAE,PG-MPL,Lae,Nadzab Airport,PG
POM,PG-NCD,Port Moresby,Port Moresby Jacksons International Airport,PG
RAB,PG-EBR,Tokua,Tokua Airport,PG
VAI,PG-SAN,Vanimo,Vanimo Airport,PG
WBM,PG-EPW,,Wapenamanda Airport,PG
WWK,PG-ESW,Wewak,Wewak International Airport,PG
BCW,MZ-I,Benguera Island,Benguera Island Airport,MZ
JEG,GL-U-A,Aasiaat,Aasiaat Airport,GL
UAK,GL-U-A,Narsarsuaq,Narsarsuaq Airport,GL
GOH,GL-U-A,Nuuk,Godthaab / Nuuk Airport,GL
SFJ,GL-U-A,Kangerlussuaq,Kangerlussuaq Airport,GL
THU,GL-U-A,Thule,Thule Air Base,GL
AEY,IS-6,Akureyri,Akureyri Airport,IS
EGS,IS-7,Egilsstaðir,Egilsstaðir Airport,IS
HFN,IS-8,Höfn,Hornafjörður Airport,IS
HZK,IS-6,Húsavík,Húsavík Airport,IS
IFJ,IS-4,Ísafjörður,Ísafjörður Airport,IS
KEF,IS-2,Reykjavík,Keflavik International Airport,IS
RKV,IS-1,Reykjavik,Reykjavik Airport,IS
PRN,XK-01,Prishtina,Priština International Airport,XK
BGK,BZ-SC,Big Creek,Big Creek Airport,BZ
CUK,BZ-BZ,Caye Caulker,Caye Caulker Airport,BZ
CYC,BZ-BZ,Caye Chapel,Caye Chapel Airport,BZ
CZH,BZ-CZL,Corozal,Corozal Municipal Airport,BZ
DGA,BZ-SC,Dangriga,Dangriga Airport,BZ
PLJ,BZ-SC,Placencia,Placencia Airport,BZ
PND,BZ-TOL,Punta Gorda,Punta Gorda Airport,BZ
SJX,BZ-CZL,Sartaneja,Sartaneja Airport,BZ
SPR,BZ-CY,San Pedro,San Pedro Airport,BZ
TZA,BZ-BZ,Belize City,Belize City Municipal Airport,BZ
,CA-U-A,,Cyll,CA
ZQZ,CN-13,Zhangjiakou,Zhangjiakou Ningyuan Airport,CN
BSD,CN-53,,Baoshan Yunduan Airport,CN
LNJ,CN-53,Lincang,Lintsang Airfield,CN
RKZ,CN-54,Xigazê,Shigatse Air Base,CN
PZI,CN-51,Panzhihua,Bao'anying Airport,CN
FUO,CN-44,Foshan,Foshan Shadi Airport,CN
HUZ,CN-44,Huizhou,Huizhou Airport,CN
JGS,CN-36,Ji'an,Jinggangshan Airport,CN
AEB,CN-45,Baise,Baise Youjiang Airport,CN
AAT,CN-65,Altay,Altay Air Base,CN
THQ,CN-62,Tianshui,Tianshui Maijishan Airport,CN
YZY,CN-62,Zhangye,Zhangye Ganzhou Airport,CN
DDG,CN-21,Dandong,Dandong Airport,CN
GEC,CY-03,Geçitkale,Geçitkale Air Base,CY
YAC,CA-ON,Cat Lake,Cat Lake Airport,CA
YAG,CA-ON,Fort Frances,Fort Frances Municipal Airport,CA
YAM,CA-ON,Sault Ste Marie,Sault Ste Marie Airport,CA
XKS,CA-ON,Kasabonika,Kasabonika Airport,CA
YKG,CA-QC,Kangirsuk,Kangirsuk Airport,CA
YAT,CA-ON,Attawapiskat,Attawapiskat Airport,CA
,CA-MB,Lac Du Bonnet,Lac Du Bonnet Airport,CA
YAY,CA-NL,St. Anthony,St. Anthony Airport,CA
YAZ,CA-BC,Tofino,Tofino / Long Beach Airport,CA
YBB,CA-NU,Kugaaruk,Kugaaruk Airport,CA
YBC,CA-QC,Baie-Comeau,Baie Comeau Airport,CA
QBC,CA-BC,Bella Coola,Bella Coola Airport,CA
YBE,CA-SK,Uranium City,Uranium City Airport,CA
YBY,CA-AB,Bonnyville,Bonnyville Airport,CA
YBG,CA-QC,Bagotville,CFB Bagotville,CA
YBK,CA-NU,Baker Lake,Baker Lake Airport,CA
YBL,CA-BC,Campbell River,Campbell River Airport,CA
XTL,CA-MB,Tadoule Lake,Tadoule Lake Airport,CA
YBR,CA-MB,Brandon,Brandon Municipal Airport,CA
YBT,CA-MB,Brochet,Brochet Airport,CA
YBV,CA-MB,Berens River,Berens River Airport,CA
YBX,CA-QC,Lourdes-De-Blanc-Sablon,Lourdes de Blanc Sablon Airport,CA
YRF,CA-NL,Cartwright,Cartwright Airport,CA
YCB,CA-NU,Cambridge Bay,Cambridge Bay Airport,CA
YCD,CA-BC,Nanaimo,Nanaimo Airport,CA
YCG,CA-BC,Castlegar,Castlegar/West Kootenay Regional Airport,CA
YCH,CA-NB,Miramichi,Miramichi Airport,CA
YCL,CA-NB,Charlo,Charlo Airport,CA
YCO,CA-NU,Kugluktuk,Kugluktuk Airport,CA
YCS,CA-NU,Chesterfield Inlet,Chesterfield Inlet Airport,CA
YCY,CA-NU,Clyde River,Clyde River Airport,CA
YDA,CA-YT,Dawson City,Dawson City Airport,CA
YDF,CA-NL,Deer Lake,Deer Lake Airport,CA
YDN,CA-MB,Dauphin,Dauphin Barker Airport,CA
YDP,CA-NL,Nain,Nain Airport,CA
YDQ,CA-BC,Dawson Creek,Dawson Creek Airport,CA
YEG,CA-AB,Edmonton,Edmonton International Airport,CA
YEK,CA-NU,Arviat,Arviat Airport,CA
YER,CA-ON,Fort Severn,Fort Severn Airport,CA
YEV,CA-NT,Inuvik,Inuvik Mike Zubko Airport,CA
YFA,CA-ON,Fort Albany,Fort Albany Airport,CA
YFB,CA-NU,Iqaluit,Iqaluit Airport,CA
YFC,CA-NB,Fredericton,Fredericton Airport,CA
YFH,CA-ON,Fort Hope,Fort Hope Airport,CA
YFO,CA-MB,Flin Flon,Flin Flon Airport,CA
YFS,CA-NT,Fort Simpson,Fort Simpson Airport,CA
YMN,CA-NL,Makkovik,Makkovik Airport,CA
YGB,CA-BC,Texada,Texada Gillies Bay Airport,CA
YGH,CA-NT,Fort Good Hope,Fort Good Hope Airport,CA
YGK,CA-ON,Kingston,Kingston Norman Rogers Airport,CA
YGL,CA-QC,La Grande Rivière,La Grande Rivière Airport,CA
YGO,CA-MB,Gods Lake Narrows,Gods Lake Narrows Airport,CA
YGP,CA-QC,Gaspé,Gaspé (Michel-Pouliot) Airport,CA
YGR,CA-QC,Îles-de-la-Madeleine,Îles-de-la-Madeleine Airport,CA
YGT,CA-NU,Igloolik,Igloolik Airport,CA
YGW,CA-QC,Kuujjuarapik,Kuujjuarapik Airport,CA
YGX,CA-MB,Gillam,Gillam Airport,CA
YGZ,CA-NU,Grise Fiord,Grise Fiord Airport,CA
YQC,CA-QC,Quaqtaq,Quaqtaq Airport,CA
YHD,CA-ON,Dryden,Dryden Regional Airport,CA
YNS,CA-QC,Nemiscau,Nemiscau Airport,CA
YHI,CA-NT,Ulukhaktok,Ulukhaktok Holman Airport,CA
YHK,CA-NU,Gjoa Haven,Gjoa Haven Airport,CA
YHM,CA-ON,Hamilton,John C. Munro Hamilton International Airport,CA
YHO,CA-NL,Hopedale,Hopedale Airport,CA
YHR,CA-QC,Chevery,Chevery Airport,CA
YHU,CA-QC,Montréal,Montréal / Saint-Hubert Airport,CA
YHY,CA-NT,Hay River,Hay River / Merlyn Carter Airport,CA
YHZ,CA-NS,Halifax,Halifax / Stanfield International Airport,CA
YIK,CA-QC,Ivujivik,Ivujivik Airport,CA
YIO,CA-NU,Pond Inlet,Pond Inlet Airport,CA
YIV,CA-MB,Island Lake,Island Lake Airport,CA
YJT,CA-NL,Stephenville,Stephenville Airport,CA
YKA,CA-BC,Kamloops,Kamloops Airport,CA
LAK,CA-NT,Aklavik,Aklavik/Freddie Carmichael Airport,CA
YKF,CA-ON,Kitchener,Waterloo Airport,CA
YWB,CA-QC,Kangiqsujuaq,Kangiqsujuaq (Wakeham Bay) Airport,CA
YKL,CA-QC,Schefferville,Schefferville Airport,CA
AKV,CA-QC,Akulivik,Akulivik Airport,CA
YKQ,CA-QC,Waskaganish,Waskaganish Airport,CA
YPJ,CA-QC,Aupaluk,Aupaluk Airport,CA
YLC,CA-NU,Kimmirut,Kimmirut Airport,CA
YLH,CA-ON,Lansdowne House,Lansdowne House Airport,CA
YSG,CA-NT,Lutselk'e,Lutselk'e Airport,CA
YLL,CA-AB,Lloydminster,Lloydminster Airport,CA
XGR,CA-QC,Kangiqsualujjuaq,Kangiqsualujjuaq (Georges River) Airport,CA
YLW,CA-BC,Kelowna,Kelowna International Airport,CA
YMH,CA-NL,Mary's Harbour,Mary's Harbour Airport,CA
YMM,CA-AB,Fort McMurray,Fort McMurray Airport,CA
YMO,CA-ON,Moosonee,Moosonee Airport,CA
YMT,CA-QC,Chibougamau,Chapais Airport,CA
YUD,CA-QC,Umiujaq,Umiujaq Airport,CA
YNA,CA-QC,Natashquan,Natashquan Airport,CA
YNC,CA-QC,Wemindji,Wemindji Airport,CA
YNE,CA-MB,Norway House,Norway House Airport,CA
YNL,CA-SK,Points North Landing,Points North Landing Airport,CA
YOC,CA-YT,Old Crow,Old Crow Airport,CA
YOH,CA-MB,Oxford House,Oxford House Airport,CA
YOJ,CA-AB,High Level,High Level Airport,CA
YOP,CA-AB,Rainbow Lake,Rainbow Lake Airport,CA
YOW,CA-ON,Ottawa,Ottawa Macdonald-Cartier International Airport,CA
YPA,CA-SK,Prince Albert,Prince Albert Glass Field,CA
YPC,CA-NT,Paulatuk,Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA
YPE,CA-AB,Peace River,Peace River Airport,CA
YPH,CA-QC,Inukjuak,Inukjuak Airport,CA
YPL,CA-ON,Pickle Lake,Pickle Lake Airport,CA
YPM,CA-ON,Pikangikum,Pikangikum Airport,CA
YPO,CA-ON,Peawanuck,Peawanuck Airport,CA
YPR,CA-BC,Prince Rupert,Prince Rupert Airport,CA
YPW,CA-BC,Powell River,Powell River Airport,CA
YPY,CA-AB,Fort Chipewyan,Fort Chipewyan Airport,CA
YQB,CA-QC,Quebec,Quebec Jean Lesage International Airport,CA
YQD,CA-MB,The Pas,The Pas Airport,CA
YQG,CA-ON,Windsor,Windsor Airport,CA
YQK,CA-ON,Kenora,Kenora Airport,CA
YQL,CA-AB,Lethbridge,Lethbridge County Airport,CA
YQM,CA-NB,Moncton,Greater Moncton International Airport,CA
YQN,CA-ON,Nakina,Nakina Airport,CA
YQQ,CA-BC,Comox,Comox Airport,CA
YQR,CA-SK,Regina,Regina International Airport,CA
YQT,CA-ON,Thunder Bay,Thunder Bay Airport,CA
YQU,CA-AB,Grande Prairie,Grande Prairie Airport,CA
YQX,CA-NL,Gander,Gander International Airport,CA
YQY,CA-NS,Sydney,Sydney / J.A. Douglas McCurdy Airport,CA
YQZ,CA-BC,Quesnel,Quesnel Airport,CA
YRA,CA-NT,Gamètì,Rae Lakes Airport,CA
YRB,CA-NU,Resolute Bay,Resolute Bay Airport,CA
YRJ,CA-QC,Roberval,Roberval Airport,CA
YRL,CA-ON,Red Lake,Red Lake Airport,CA
YRT,CA-NU,Rankin Inlet,Rankin Inlet Airport,CA
YSB,CA-ON,Sudbury,Sudbury Airport,CA
YSF,CA-SK,Stony Rapids,Stony Rapids Airport,CA
YSJ,CA-NB,Saint John,Saint John Airport,CA
YSK,CA-NU,Sanikiluaq,Sanikiluaq Airport,CA
YSM,CA-NT,Fort Smith,Fort Smith Airport,CA
YST,CA-MB,St. Theresa Point,St. Theresa Point Airport,CA
YSY,CA-NT,Sachs Harbour,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA
YTE,CA-NU,Cape Dorset,Cape Dorset Airport,CA
YTF,CA-QC,Alma,Alma Airport,CA
YTH,CA-MB,Thompson,Thompson Airport,CA
YTL,CA-ON,Big Trout Lake,Big Trout Lake Airport,CA
YTS,CA-ON,Timmins,Timmins/Victor M. Power,CA
YTZ,CA-ON,Toronto,Billy Bishop Toronto City Centre Airport,CA
YUB,CA-NT,Tuktoyaktuk,Tuktoyaktuk Airport,CA
YUL,CA-QC,Montréal,Montreal / Pierre Elliott Trudeau International Airport,CA
YUT,CA-NU,Repulse Bay,Repulse Bay Airport,CA
YUX,CA-NU,Hall Beach,Hall Beach Airport,CA
YUY,CA-QC,Rouyn-Noranda,Rouyn Noranda Airport,CA
YVC,CA-SK,La Ronge,La Ronge Airport,CA
YVM,CA-NU,Qikiqtarjuaq,Qikiqtarjuaq Airport,CA
YVO,CA-QC,Val-d'Or,Val-d'Or Airport,CA
YVP,CA-QC,Kuujjuaq,Kuujjuaq Airport,CA
YVQ,CA-NT,Norman Wells,Norman Wells Airport,CA
YVR,CA-BC,Vancouver,Vancouver International Airport,CA
YVZ,CA-ON,Deer Lake,Deer Lake Airport,CA
YWG,CA-MB,Winnipeg,Winnipeg / James Armstrong Richardson International Airport,CA
YWJ,CA-NT,Déline,Déline Airport,CA
YWK,CA-NL,Wabush,Wabush Airport,CA
YWL,CA-BC,Williams Lake,Williams Lake Airport,CA
YWP,CA-ON,Webequie,Webequie Airport,CA
YXC,CA-BC,Cranbrook,Cranbrook/Canadian Rockies International Airport,CA
YXE,CA-SK,Saskatoon,Saskatoon John G. Diefenbaker International Airport,CA
YXH,CA-AB,Medicine Hat,Medicine Hat Airport,CA
YXJ,CA-BC,Fort St.John,Fort St John Airport,CA
YXL,CA-ON,Sioux Lookout,Sioux Lookout Airport,CA
YXN,CA-NU,Whale Cove,Whale Cove Airport,CA
YXP,CA-NU,Pangnirtung,Pangnirtung Airport,CA
YXS,CA-BC,Prince George,Prince George Airport,CA
YXT,CA-BC,Terrace,Northwest Regional Airport Terrace-Kitimat,CA
YXU,CA-ON,London,London Airport,CA
YXX,CA-BC,Abbotsford,Abbotsford Airport,CA
YXY,CA-YT,Whitehorse,Whitehorse / Erik Nielsen International Airport,CA
YYB,CA-ON,North Bay,North Bay Airport,CA
YYC,CA-AB,Calgary,Calgary International Airport,CA
YYD,CA-BC,Smithers,Smithers Airport,CA
YYE,CA-BC,Fort Nelson,Fort Nelson Airport,CA
YYF,CA-BC,Penticton,Penticton Airport,CA
YYG,CA-PE,Charlottetown,Charlottetown Airport,CA
YYH,CA-NU,Taloyoak,Taloyoak Airport,CA
YYJ,CA-BC,Victoria,Victoria International Airport,CA
YYL,CA-MB,Lynn Lake,Lynn Lake Airport,CA
YYQ,CA-MB,Churchill,Churchill Airport,CA
YYR,CA-NL,Goose Bay,Goose Bay Airport,CA
YYT,CA-NL,St. John's,St. John's International Airport,CA
YYU,CA-ON,Kapuskasing,Kapuskasing Airport,CA
YYY,CA-QC,Mont-Joli,Mont Joli Airport,CA
YYZ,CA-ON,Toronto,Lester B. Pearson International Airport,CA
YZF,CA-NT,Yellowknife,Yellowknife Airport,CA
YZG,CA-QC,Salluit,Salluit Airport,CA
YZP,CA-BC,Sandspit,Sandspit Airport,CA
YZR,CA-ON,Sarnia,Chris Hadfield Airport,CA
YZS,CA-NU,Coral Harbour,Coral Harbour Airport,CA
YZT,CA-BC,Port Hardy,Port Hardy Airport,CA
YZV,CA-QC,Sept-Îles,Sept-Îles Airport,CA
ZAC,CA-MB,York Landing,York Landing Airport,CA
ILF,CA-MB,Ilford,Ilford Airport,CA
ZBF,CA-NB,Bathurst,Bathurst Airport,CA
ZEM,CA-QC,Eastmain River,Eastmain River Airport,CA
ZFD,CA-SK,Fond-Du-Lac,Fond-Du-Lac Airport,CA
ZFM,CA-NT,Fort Mcpherson,Fort Mcpherson Airport,CA
ZFN,CA-NT,Tulita,Tulita Airport,CA
ZGI,CA-MB,Gods River,Gods River Airport,CA
ZJN,CA-MB,Swan River,Swan River Airport,CA
ZKE,CA-ON,Kashechewan,Kashechewan Airport,CA
MSA,CA-ON,Muskrat Dam,Muskrat Dam Airport,CA
ZMT,CA-BC,Masset,Masset Airport,CA
ZPB,CA-ON,Sachigo Lake,Sachigo Lake Airport,CA
ZRJ,CA-ON,Round Lake,Round Lake (Weagamow Lake) Airport,CA
ZSJ,CA-ON,Sandy Lake,Sandy Lake Airport,CA
ZTM,CA-MB,Shamattawa,Shamattawa Airport,CA
ZWL,CA-SK,Wollaston Lake,Wollaston Lake Airport,CA
BJA,DZ-06,Béjaïa,Soummam Airport,DZ
ALG,DZ-35,Algiers,Houari Boumediene Airport,DZ
DJG,DZ-33,Djanet,Djanet Inedbirene Airport,DZ
VVZ,DZ-33,Illizi,Illizi Takhamalt Airport,DZ
QSF,DZ-19,Sétif,Ain Arnat Airport,DZ
TMR,DZ-11,Tamanrasset,Aguenar – Hadj Bey Akhamok Airport,DZ
GJL,DZ-18,Jijel,Jijel Ferhat Abbas Airport,DZ
AAE,DZ-36,Annabah,Annaba Airport,DZ
CZL,DZ-25,Constantine,Mohamed Boudiaf International Airport,DZ
TEE,DZ-12,Tébessi,Cheikh Larbi Tébessi Airport,DZ
BLJ,DZ-05,Batna,Batna Airport,DZ
HRM,DZ-03,,Hassi R'Mel Airport,DZ
TIN,DZ-37,Tindouf,Tindouf Airport,DZ
TLM,DZ-13,Tlemcen,Zenata – Messali El Hadj Airport,DZ
ORN,DZ-31,Oran,Es Senia Airport,DZ
CBH,DZ-08,Béchar,Béchar Boudghene Ben Ali Lotfi Airport,DZ
AZR,DZ-01,,Touat Cheikh Sidi Mohamed Belkebir Airport,DZ
BSK,DZ-07,Biskra,Biskra Airport,DZ
ELG,DZ-47,,El Golea Airport,DZ
GHA,DZ-47,Ghardaïa,Noumérat - Moufdi Zakaria Airport,DZ
HME,DZ-30,Hassi Messaoud,Oued Irara Airport,DZ
INZ,DZ-11,In Salah,In Salah Airport,DZ
TGR,DZ-30,Touggourt,Touggourt Sidi Madhi Airport,DZ
ELU,DZ-39,Guemar,Guemar Airport,DZ
TMX,DZ-01,Timimoun,Timimoun Airport,DZ
OGX,DZ-30,Ouargla,Ain el Beida Airport,DZ
IAM,DZ-33,Aménas,In Aménas Airport,DZ
COO,BJ-AQ,Cotonou,Cadjehoun Airport,BJ
OUA,BF-KAD,Ouagadougou,Ouagadougou Airport,BF
BOY,BF-HOU,Bobo Dioulasso,Bobo Dioulasso Airport,BF
ACC,GH-AA,Accra,Kotoka International Airport,GH
TML,GH-NP,Tamale,Tamale Airport,GH
KMS,GH-AH,Kumasi,Kumasi Airport,GH
NYI,GH-BA,Sunyani,Sunyani Airport,GH
TKD,GH-WP,Sekondi-Takoradi,Takoradi Airport,GH
ABJ,CI-01,Abidjan,Port Bouet Airport,CI
BYK,CI-04,,Bouaké Airport,CI
ABV,NG-FC,Abuja,Nnamdi Azikiwe International Airport,NG
QUO,NG-AK,Uyo,Akwa Ibom International Airport,NG
AKR,NG-ON,Akure,Akure Airport,NG
BNI,NG-ED,Benin,Benin Airport,NG
CBQ,NG-CR,Calabar,Margaret Ekpo International Airport,NG
ENU,NG-EN,Enegu,Akanu Ibiam International Airport,NG
IBA,NG-OY,Ibadan,Ibadan Airport,NG
ILR,NG-KW,Ilorin,Ilorin International Airport,NG
QOW,NG-IM,Owerri,Sam Mbakwe International Airport,NG
JOS,NG-PL,Jos,Yakubu Gowon Airport,NG
KAD,NG-KD,Kaduna,Kaduna Airport,NG
KAN,NG-KN,Kano,Mallam Aminu International Airport,NG
MIU,NG-BO,Maiduguri,Maiduguri International Airport,NG
LOS,NG-LA,Lagos,Murtala Muhammed International Airport,NG
PHC,NG-RI,Port Harcourt,Port Harcourt International Airport,NG
SKO,NG-SO,Sokoto,Sadiq Abubakar III International Airport,NG
YOL,NG-AD,Yola,Yola Airport,NG
NIM,NE-8,Niamey,Diori Hamani International Airport,NE
AJY,NE-1,Agadez,Mano Dayak International Airport,NE
ZND,NE-7,Zinder,Zinder Airport,NE
TBJ,TN-32,Tabarka,Tabarka 7 Novembre Airport,TN
MIR,TN-52,Monastir,Monastir Habib Bourguiba International Airport,TN
TUN,TN-11,Tunis,Tunis Carthage International Airport,TN
GAF,TN-71,Gafsa,Gafsa Ksar International Airport,TN
GAE,TN-81,Gabès,Gabès Matmata International Airport,TN
DJE,TN-82,Djerba,Djerba Zarzis International Airport,TN
SFA,TN-61,Sfax,Sfax Thyna International Airport,TN
TOE,TN-72,Tozeur,Tozeur Nefta International Airport,TN
LFW,TG-M,Lomé,Lomé-Tokoin Airport,TG
ANR,BE-VAN,Antwerp,Antwerp International Airport (Deurne),BE
BRU,BE-BRU,Brussels,Brussels Airport,BE
CRL,BE-WHT,Brussels,Brussels South Charleroi Airport,BE
LGG,BE-WLG,Liège,Liège Airport,BE
OST,BE-VWV,Ostend,Ostend-Bruges International Airport,BE
AOC,DE-TH,Altenburg,Altenburg-Nobitz Airport,DE
HDF,DE-MV,Heringsdorf,Heringsdorf Airport,DE
SXF,DE-BR,Berlin,Berlin-Schönefeld International Airport,DE
DRS,DE-SN,Dresden,Dresden Airport,DE
ERF,DE-TH,Erfurt,Erfurt Airport,DE
FRA,DE-HE,Frankfurt-am-Main,Frankfurt am Main International Airport,DE
FMO,DE-NW,Münster,Münster Osnabrück Airport,DE
HAM,DE-HH,Hamburg,Hamburg Airport,DE
CGN,DE-NW,Cologne,Cologne Bonn Airport,DE
DUS,DE-NW,Düsseldorf,Düsseldorf International Airport,DE
MUC,DE-BY,Munich,Munich International Airport,DE
NUE,DE-BY,Nuremberg,Nuremberg Airport,DE
LEJ,DE-SN,Leipzig,Leipzig Halle Airport,DE
SCN,DE-SL,Saarbrücken,Saarbrücken Airport,DE
STR,DE-BW,Stuttgart,Stuttgart Airport,DE
TXL,DE-BE,Berlin,Berlin-Tegel International Airport,DE
HAJ,DE-NI,Hannover,Hannover Airport,DE
BRE,DE-HB,Bremen,Bremen Airport,DE
HHN,DE-RP,Hahn,Frankfurt-Hahn Airport,DE
MHG,DE-BW,Mannheim,Mannheim-City Airport,DE
KEL,DE-SH,Kiel,Kiel-Holtenau Airport,DE
LBC,DE-SH,Lübeck,Lübeck Blankensee Airport,DE
FMM,DE-BY,Memmingen,Memmingen Allgau Airport,DE
PAD,DE-NW,Paderborn,Paderborn Lippstadt Airport,DE
NRN,DE-NW,Weeze,Weeze Airport,DE
DTM,DE-NW,Dortmund,Dortmund Airport,DE
AGB,DE-BY,Augsburg,Augsburg Airport,DE
FDH,DE-BW,Friedrichshafen,Friedrichshafen Airport,DE
HOQ,DE-BY,Hof,Hof-Plauen Airport,DE
FKB,DE-BW,Baden-Baden,Karlsruhe Baden-Baden Airport,DE
BWE,DE-NI,,Braunschweig Wolfsburg Airport,DE
KSF,DE-HE,Kassel,Kassel-Calden Airport,DE
GWT,DE-SH,Westerland,Westerland Sylt Airport,DE
KDL,EE-39,Kärdla,Kärdla Airport,EE
URE,EE-74,Kuressaare,Kuressaare Airport,EE
EPU,EE-67,Pärnu,Pärnu Airport,EE
TLL,EE-37,Tallinn,Lennart Meri Tallinn Airport,EE
TAY,EE-7B,Tartu,Tartu Airport,EE
ENF,FI-LL,Enontekio,Enontekio Airport,FI
HEL,FI-ES,Helsinki,Helsinki Vantaa Airport,FI
IVL,FI-LL,Ivalo,Ivalo Airport,FI
JOE,FI-IS,Joensuu / Liperi,Joensuu Airport,FI
JYV,FI-LS,Jyväskylän Maalaiskunta,Jyvaskyla Airport,FI
KEM,FI-LL,Kemi / Tornio,Kemi-Tornio Airport,FI
KAJ,FI-OL,Kajaani,Kajaani Airport,FI
KOK,FI-LS,Kokkola / Kruunupyy,Kokkola-Pietarsaari Airport,FI
KAO,FI-OL,Kuusamo,Kuusamo Airport,FI
KTT,FI-LL,Kittilä,Kittilä Airport,FI
KUO,FI-IS,Kuopio / Siilinjärvi,Kuopio Airport,FI
MHQ,FI-AL,,Mariehamn Airport,FI
OUL,FI-OL,Oulu / Oulunsalo,Oulu Airport,FI
POR,FI-LS,Pori,Pori Airport,FI
RVN,FI-LL,Rovaniemi,Rovaniemi Airport,FI
SVL,FI-IS,Savonlinna,Savonlinna Airport,FI
SJY,FI-LS,Seinäjoki / Ilmajoki,Seinäjoki Airport,FI
TMP,FI-LS,Tampere / Pirkkala,Tampere-Pirkkala Airport,FI
TKU,FI-LS,Turku,Turku Airport,FI
VAA,FI-LS,Vaasa,Vaasa Airport,FI
VRK,FI-IS,Varkaus / Joroinen,Varkaus Airport,FI
BFS,GB-NIR,Belfast,Belfast International Airport,GB
BHD,GB-NIR,Belfast,George Best Belfast City Airport,GB
LDY,GB-NIR,Derry,City of Derry Airport,GB
BHX,GB-ENG,Birmingham,Birmingham International Airport,GB
NQT,GB-ENG,Nottingham,Nottingham Airport,GB
MAN,GB-ENG,Manchester,Manchester Airport,GB
DSA,GB-ENG,Doncaster,Robin Hood Doncaster Sheffield Airport,GB
CAL,GB-SCT,Campbeltown,Campbeltown Airport,GB
EOI,GB-SCT,Eday,Eday Airport,GB
FIE,GB-SCT,Fair Isle,Fair Isle Airport,GB
CWL,GB-WLS,Cardiff,Cardiff International Airport,GB
BRS,GB-ENG,Bristol,Bristol Airport,GB
LPL,GB-ENG,Liverpool,Liverpool John Lennon Airport,GB
LTN,GB-ENG,London,London Luton Airport,GB
LEQ,GB-ENG,Land's End,Land's End Airport,GB
ISC,GB-ENG,St. Mary's,St. Mary's Airport,GB
BOH,GB-ENG,Bournemouth,Bournemouth Airport,GB
SOU,GB-ENG,Southampton,Southampton Airport,GB
NQY,GB-ENG,Newquay,Newquay Cornwall Airport,GB
ACI,GG-U-A,Saint Anne,Alderney Airport,GG
GCI,GG-U-A,Saint Peter Port,Guernsey Airport,GG
JER,JE-U-A,Saint Helier,Jersey Airport,JE
LGW,GB-ENG,London,London Gatwick Airport,GB
LCY,GB-ENG,London,London City Airport,GB
LHR,GB-ENG,London,London Heathrow Airport,GB
SEN,GB-ENG,Southend,Southend Airport,GB
LYX,GB-ENG,"Lydd, Ashford",Lydd Airport,GB
BLK,GB-ENG,Blackpool,Blackpool International Airport,GB
HUY,GB-ENG,Grimsby,Humberside Airport,GB
LBA,GB-ENG,Leeds,Leeds Bradford Airport,GB
CEG,GB-WLS,Hawarden,Hawarden Airport,GB
IOM,IM-U-A,Castletown,Isle of Man Airport,IM
NCL,GB-ENG,Newcastle,Newcastle Airport,GB
MME,GB-ENG,Durham,Durham Tees Valley Airport,GB
EMA,GB-ENG,Nottingham,East Midlands Airport,GB
VLY,GB-WLS,Angelsey,Anglesey Airport,GB
KOI,GB-SCT,Orkney Islands,Kirkwall Airport,GB
LSI,GB-SCT,Lerwick,Sumburgh Airport,GB
WIC,GB-SCT,Wick,Wick Airport,GB
ABZ,GB-SCT,Aberdeen,Aberdeen Dyce Airport,GB
INV,GB-SCT,Inverness,Inverness Airport,GB
GLA,GB-SCT,Glasgow,Glasgow International Airport,GB
EDI,GB-SCT,Edinburgh,Edinburgh Airport,GB
ILY,GB-SCT,Port Ellen,Islay Airport,GB
PIK,GB-SCT,Glasgow,Glasgow Prestwick Airport,GB
BEB,GB-SCT,Balivanich,Benbecula Airport,GB
DND,GB-SCT,Dundee,Dundee Airport,GB
SYY,GB-SCT,Stornoway,Stornoway Airport,GB
BRR,GB-SCT,Eoligarry,Barra Airport,GB
TRE,GB-SCT,Balemartine,Tiree Airport,GB
